# Rime user dictionary
#@/db_name	terra_pinyin
#@/db_type	userdb
#@/rime_version	1.12.0
#@/tick	9469
#@/user_id	cd7a444b-bd10-4f36-b2f9-43f3afd34724
du2 ma3 ling2 shu3 	毒馬鈴薯	c=1 d=0.106992 t=9469
du2 tiao1 	獨挑	c=1 d=0.980199 t=9469
duan3 zhan4 	短暫	c=1 d=0.264477 t=9469
duan4 	斷	c=2 d=0.892151 t=9469
duan4 	鍛	c=3 d=1.40192 t=9469
duan4 dao1 	斷刀	c=2 d=0.870606 t=9469
duan4 dao1 	鍛刀	c=4 d=1.47688 t=9469
duan4 diao4 	斷掉	c=1 d=0.408608 t=9469
duan4 duan4 	斷斷	c=1 d=0.00683978 t=9469
duan4 le5 	斷了	c=1 d=0.83527 t=9469
dui1 	堆	c=2 d=0.213312 t=9469
dui4 	對	c=4 d=1.4823 t=9469
dui4 ba1 	對吧	c=4 d=0.980199 t=9469
dui4 de5 	對的	c=1 d=0.856415 t=9469
dui4 hua4 	對話	c=3 d=2.15461 t=9469
dui4 le5 	對了	c=3 d=0.677452 t=9469
dui4 xiang4 	對象	c=1 d=0.339596 t=9469
dui4 yao4 	對要	c=1 d=0.831104 t=9469
dui4 ying4 	對應	c=1 d=0.810584 t=9469
dun1 xia4 	蹲下	c=2 d=1.34078 t=9469
dun4 pai2 	盾牌	c=6 d=0.912198 t=9469
duo1 	多	c=15 d=2.73419 t=9469
duo1 dao4 	多到	c=3 d=1.64774 t=9469
duo1 de5 	多的	c=1 d=0.71177 t=9469
duo1 ge5 	多個	c=2 d=0.980907 t=9469
duo1 jia1 	多家	c=1 d=0.748264 t=9469
duo1 le5 	多了	c=1 d=0.927743 t=9469
duo1 shao3 	多少	c=1 d=0.235746 t=9469
duo1 yu2 	多餘	c=1 d=0.941765 t=9469
duo1 zuo4 	多做	c=1 d=0.273898 t=9469
duo3 	躲	c=2 d=0.39098 t=9469
duo3 bi4 	躲避	c=1 d=0.440432 t=9469
duo4 le5 	剁了	c=1 d=0.909373 t=9469
e2 	額	c=1 d=0.358796 t=9469
e2 e2 	哦哦	c=0 d=0.0640824 t=9469
e2 e2 wa2 wa5 	哦哦娃娃	c=1 d=0.644036 t=9469
e2 wai4 	額外	c=1 d=0.618783 t=9469
e3 xin1 	噁心	c=3 d=1.61294 t=9469
e4 ji2 	惡疾	c=1 d=0.918512 t=9469
e4 ye4 	惡業	c=1 d=0.856415 t=9469
ei1 	誒	c=18 d=3.17456 t=9469
ei1 si3 	誒死	c=1 d=0.615697 t=9469
er2 	而	c=1 d=0.99005 t=9469
er2 gui1 	而歸	c=1 d=0.985112 t=9469
er2 qie3 	而且	c=8 d=3.28015 t=9469
er2 yi3 	而已	c=4 d=1.82378 t=9469
er4 	二	c=1 d=0.00960953 t=9469
er4 xiang4 xing4 	二象性	c=1 d=0.918512 t=9469
fa1 	發	c=3 d=2.43541 t=9469
fa1 ge4 	發個	c=1 d=0.951229 t=9469
fa1 guang1 	發光	c=1 d=0.107528 t=9469
fa1 sheng1 	發生	c=1 d=0.806541 t=9469
fa1 xian4 	發現	c=4 d=1.58883 t=9469
fa1 yin1 	發音	c=1 d=0.683861 t=9469
fa1 zhan3 	發展	c=1 d=0.301194 t=9469
fa2 ni3 	罰你	c=1 d=0.640824 t=9469
fa3 	法	c=1 d=0.286505 t=9469
fa3 li4 	法力	c=2 d=0.505252 t=9469
fa3 lun2 	法輪	c=2 d=1.56945 t=9469
fa3 shi1 	法師	c=7 d=1.48613 t=9469
fa3 shu4 	法術	c=11 d=1.8882 t=9469
fa3 zhang4 	法杖	c=7 d=0.913607 t=9469
fan1 	翻	c=8 d=2.34927 t=9469
fan1 dao4 	翻到	c=1 d=0.822835 t=9469
fan1 tian1 	翻天	c=1 d=0.543351 t=9469
fan2 	煩	c=1 d=0.137381 t=9469
fan2 zhi2 	繁殖	c=1 d=0.960789 t=9469
fan3 zheng1 	反正	c=6 d=1.10137 t=9469
fan4 	飯	c=1 d=0.634448 t=9469
fan4 tong3 	范統	c=1 d=0.214381 t=9469
fang1 bian4 	方便	c=2 d=0.936285 t=9469
fang1 fa3 	方法	c=2 d=1.73676 t=9469
fang1 kuai4 	方塊	c=1 d=0.831104 t=9469
fang1 shi4 	方式	c=2 d=1.16388 t=9469
fang1 zhou1 	方舟	c=1 d=0.826959 t=9469
fang2 huo3 	防火	c=2 d=1.57472 t=9469
fang2 jian1 	房間	c=1 d=0.794534 t=9469
fang2 ju4 	防具	c=2 d=0.229294 t=9469
fang2 zhi3 	防止	c=1 d=0.265803 t=9469
fang2 zi5 	房子	c=1 d=0.913931 t=9469
fang3 wen4 	訪問	c=4 d=3.85782 t=9469
fang4 	放	c=22 d=1.78776 t=9469
fang4 dao4 	放到	c=2 d=0.898051 t=9469
fang4 de5 	放的	c=1 d=0.247833 t=9469
fang4 ge4 	放個	c=1 d=0.99005 t=9469
fang4 jia4 	放假	c=1 d=0.970446 t=9469
fang4 qi4 	放棄	c=2 d=1.52678 t=9469
fang4 zai4 	放在	c=9 d=2.17218 t=9469
fei1 	非	c=2 d=0.81765 t=9469
fei1 	飛	c=1 d=0.154896 t=9469
fei1 chang2 	非常	c=2 d=1.34284 t=9469
fei1 chuan2 	飛船	c=1 d=0.511709 t=9469
fei1 gong1 kai1 	非公開	c=1 d=0.873716 t=9469
fei4 wu4 	廢物	c=0 d=0.0650509 t=9469
fen1 	分	c=2 d=1.15559 t=9469
fen1 lei4 	分類	c=3 d=1.44425 t=9469
fen1 shen1 	分身	c=1 d=0.0262523 t=9469
fen1 zhong1 	分鐘	c=1 d=0.371577 t=9469
feng1 	鋒	c=1 d=0.99005 t=9469
feng1 	風	c=0 d=0.0995012 t=9469
feng1 jing3 	風景	c=1 d=0.343009 t=9469
feng1 kuang2 	瘋狂	c=1 d=0.718924 t=9469
feng1 li4 	鋒利	c=2 d=1.2136 t=9469
feng1 lin2 huo3 shan1 	風林火山	c=1 d=1 t=9469
feng1 mian4 	封面	c=2 d=0.704688 t=9469
fo2 fa3 	佛法	c=1 d=0.618783 t=9469
fo2 jiao4 	佛教	c=1 d=0.597501 t=9469
fo2 luo4 yi1 de2 	佛洛伊德	c=1 d=0.909373 t=9469
fu1 	夫	c=1 d=0.486752 t=9469
fu2 	服	c=0 d=0.0588605 t=9469
fu2 di4 ting3 shen1 	伏地挺身	c=1 d=0.275271 t=9469
fu2 lin2 	伏林	c=1 d=0.937067 t=9469
fu2 wu4 qi4 	服務器	c=1 d=0.715338 t=9469
fu3 	釜	c=1 d=0.878095 t=9469
fu3 rou4 	腐肉	c=1 d=0.856415 t=9469
fu3 tou5 	斧頭	c=3 d=1.88355 t=9469
fu4 fei4 	付費	c=1 d=0.923116 t=9469
fu4 huo2 	復活	c=1 d=0.04573 t=9469
fu4 jin4 	附近	c=2 d=1.67321 t=9469
fu4 mo2 	附魔	c=7 d=2.24332 t=9469
fu4 mo2 shu1 	附魔書	c=2 d=0.443797 t=9469
fu4 mo2 tai2 	附魔台	c=4 d=2.27418 t=9469
fu4 qin1 	父親	c=2 d=1.08676 t=9469
fu4 shou3 	副手	c=1 d=0.882497 t=9469
fu4 yu4 	富裕	c=1 d=0.932394 t=9469
gai1 	該	c=2 d=0.729789 t=9469
gai1 bu4 hui4 	該不會	c=1 d=0.932394 t=9469
gai3 	改	c=9 d=1.63007 t=9469
gai3 bian4 	改變	c=1 d=0.366045 t=9469
gai3 cheng2 	改成	c=3 d=1.72192 t=9469
gai3 ming2 	改名	c=1 d=0.631284 t=9469
gai3 wei2 	改爲	c=1 d=0.65377 t=9469
gai3 yong4 	改用	c=1 d=0.591555 t=9469
gai4 	蓋	c=8 d=2.98972 t=9469
gai4 le5 	蓋了	c=1 d=0.937067 t=9469
gai4 lun4 	概論	c=2 d=0.929571 t=9469
gai4 nian4 	概念	c=1 d=0.980199 t=9469
gan1 	杆	c=1 d=0.852144 t=9469
gan1 	肝	c=10 d=2.37429 t=9469
gan1 cao3 dui1 	乾草堆	c=1 d=0.506617 t=9469
gan1 jing4 	乾淨	c=4 d=1.76251 t=9469
gan1 ku1 	乾枯	c=1 d=0.927743 t=9469
gan3 	趕	c=1 d=0.826959 t=9469
gan3 dao4 	感到	c=1 d=0.71177 t=9469
gan3 jue2 	感覺	c=7 d=1.32769 t=9469
gan3 jue2 dao4 	感覺到	c=1 d=0.895834 t=9469
gan3 jue2 hui4 	感覺會	c=1 d=0.501576 t=9469
gan3 jue2 jiu4 	感覺就	c=1 d=0.873716 t=9469
gan3 ke4 	趕課	c=1 d=0.755784 t=9469
gan3 lan3 shu4 	橄欖樹	c=2 d=1.26266 t=9469
gan3 lu4 	趕路	c=1 d=0.465334 t=9469
gan3 qing2 	感情	c=1 d=0.305746 t=9469
gan3 ran3 	感染	c=1 d=0.50409 t=9469
gan3 xiang3 	感想	c=1 d=0.477114 t=9469
gan4 	幹	c=18 d=2.76704 t=9469
gan4 diao4 	幹掉	c=1 d=0.718924 t=9469
gang1 	剛	c=3 d=1.24307 t=9469
gang1 	鋼	c=9 d=0.516842 t=9469
gang1 gang1 	剛剛	c=2 d=0.760575 t=9469
gang1 hao3 	剛好	c=2 d=0.975391 t=9469
gao1 	高	c=6 d=2.31784 t=9469
gao1 deng3 	高等	c=1 d=0.752014 t=9469
gao1 du4 	高度	c=2 d=1.00165 t=9469
gao1 ji2 	高級	c=2 d=1.45705 t=9469
gao1 jie1 	高階	c=1 d=0.904837 t=9469
gao1 li2 cai4 	高麗菜	c=1 d=0.628135 t=9469
gao1 su4 	高速	c=1 d=0.755784 t=9469
gao1 ta3 	高塔	c=1 d=0.121238 t=9469
gao3 	搞	c=5 d=1.45705 t=9469
gao3 	鎬	c=1 d=0.722527 t=9469
gao3 tou2 	鎬頭	c=1 d=0.018968 t=9469
gao3 zi5 	稿子	c=4 d=0.826959 t=9469
gao4 su4 	告訴	c=1 d=0.0776922 t=9469
ge2 	格	c=4 d=1.39158 t=9469
ge2 ming4 	革命	c=1 d=0.398519 t=9469
ge2 shi4 	格式	c=1 d=0.941765 t=9469
ge4 	個	c=44 d=7.19901 t=9469
ge4 	各	c=1 d=0.704688 t=9469
ge4 wei4 	各位	c=4 d=0.953908 t=9469
ge4 yang4 	各樣	c=1 d=0.609571 t=9469
ge4 yue4 	個月	c=1 d=0.377192 t=9469
ge4 zhong3 	各種	c=1 d=0.440432 t=9469
gei3 	給	c=5 d=1.12985 t=9469
gei3 li4 	給力	c=1 d=0.951229 t=9469
gei3 ni3 	給你	c=2 d=0.894393 t=9469
gei3 wo3 	給我	c=3 d=0.995012 t=9469
gen1 	跟	c=54 d=4.10794 t=9469
gen1 ben3 	根本	c=5 d=2.13656 t=9469
gen1 wo3 	跟我	c=1 d=0.0480747 t=9469
gen2 	哏	c=2 d=1.06812 t=9469
geng1 jiu3 	更久	c=1 d=0.782705 t=9469
geng1 kuai4 	更快	c=1 d=0.554327 t=9469
geng1 lao3 	更老	c=1 d=0.532592 t=9469
geng1 xin1 	更新	c=1 d=0.900325 t=9469
geng4 	更	c=6 d=2.06036 t=9469
geng4 duo1 	更多	c=2 d=1.33605 t=9469
geng4 hao3 	更好	c=1 d=0.484325 t=9469
geng4 wo3 	更我	c=1 d=0.0478349 t=9469
gong1 	弓	c=7 d=1.53269 t=9469
gong1 ce4 	公廁	c=1 d=0.594521 t=9469
gong1 de2 	功德	c=1 d=0.0523397 t=9469
gong1 gao4 	公告	c=1 d=0.713454 t=9469
gong1 gao4 qu3 	公告取	c=1 d=0.697676 t=9469
gong1 ji2 	攻擊	c=3 d=0.927743 t=9469
gong1 jian4 	弓箭	c=1 d=0.965605 t=9469
gong1 ju4 	工具	c=5 d=2.5499 t=9469
gong1 jue2 	公爵	c=1 d=0.980199 t=9469
gong1 kai1 	公開	c=1 d=0.537944 t=9469
gong1 neng2 	功能	c=3 d=1.84425 t=9469
gong1 yuan2 	公園	c=1 d=0.591555 t=9469
gong1 zuo4 tai2 	工作臺	c=1 d=0.690734 t=9469
gong4 wan2 	貢丸	c=2 d=1.59937 t=9469
gong4 xian4 	貢獻	c=1 d=0.29671 t=9469
gou1 suo3 	鉤索	c=1 d=0.937067 t=9469
gou3 	狗	c=3 d=0.83131 t=9469
gou4 	夠	c=2 d=1.29983 t=9469
gou4 le5 	夠了	c=1 d=0.0997588 t=9469
gu1 	孤	c=1 d=0.771052 t=9469
gu1 r5 	孤兒	c=1 d=0.71177 t=9469
gu2 tou5 	骨頭	c=5 d=0.629648 t=9469
gu3 	鈷	c=6 d=0.471317 t=9469
gu3 hui1 tan2 	骨灰罈	c=1 d=0.0415857 t=9469
gu3 sui3 	骨髓	c=1 d=0.701173 t=9469
gu3 zhuang1 	古裝	c=1 d=0.23457 t=9469
gu4 shi4 	故事	c=2 d=1.22238 t=9469
gua1 	瓜	c=2 d=1.01711 t=9469
gua3 	寡	c=1 d=0.778801 t=9469
gua4 ji1 	掛機	c=1 d=0.951229 t=9469
guai1 guai1 	乖乖	c=1 d=0.557106 t=9469
guai4 	怪	c=3 d=0.67368 t=9469
guai4 guai4 	怪怪	c=1 d=0.559898 t=9469
guai4 wu4 	怪物	c=5 d=1.36423 t=9469
guan1 	觀	c=1 d=0.210136 t=9469
guan1 	關	c=5 d=3.29059 t=9469
guan1 cai5 	棺材	c=4 d=1.42819 t=9469
guan1 diao4 	關掉	c=1 d=0.970446 t=9469
guan1 le5 	關了	c=2 d=0.847894 t=9469
guan1 shang5 	關上	c=1 d=1 t=9469
guan1 xi4 	關係	c=6 d=1.43657 t=9469
guan4 chuan1 	貫穿	c=1 d=0.955997 t=9469
guan4 tou5 	罐頭	c=1 d=0.737123 t=9469
guan4 zi5 	罐子	c=1 d=0.733447 t=9469
guang1 	光	c=1 d=0.11475 t=9469
guang1 bo1 	光波	c=1 d=0.126186 t=9469
guang1 xian1 	光纖	c=1 d=0.759572 t=9469
guang1 ying3 	光影	c=2 d=1.41524 t=9469
guang4 jie1 	逛街	c=1 d=0.88692 t=9469
gui1 	龜	c=2 d=1.83739 t=9469
gui1 ding4 	規定	c=2 d=1.18827 t=9469
gui1 ze2 	規則	c=1 d=0.985112 t=9469
gui3 	鬼	c=2 d=1.55258 t=9469
gui3 hun2 	鬼魂	c=1 d=0.0117371 t=9469
gui3 zhuan3 	鬼轉	c=1 d=0.737123 t=9469
gui4 	貴	c=6 d=1.66916 t=9469
gui4 de5 	貴的	c=1 d=0.0186856 t=9469
gun3 	滾	c=2 d=1.06891 t=9469
gun3 tong3 	滾筒	c=1 d=0.951229 t=9469
guo1 	鍋	c=4 d=1.40004 t=9469
guo2 	國	c=1 d=0.687289 t=9469
guo2 xue2 	國學	c=1 d=0.0081887 t=9469
guo3 	果	c=1 d=0.394554 t=9469
guo4 	過	c=6 d=2.31893 t=9469
guo4 cheng2 	過程	c=0 d=0.0516851 t=9469
guo4 di1 	過低	c=1 d=0.516851 t=9469
guo4 lai2 	過來	c=4 d=1.41136 t=9469
guo4 lao2 	過勞	c=2 d=1.33313 t=9469
guo4 le5 	過了	c=1 d=0.657047 t=9469
guo4 qu4 	過去	c=2 d=1.41263 t=9469
ha1 	哈	c=1 d=0.900325 t=9469
ha1 ha1 	哈哈	c=1 d=0.65377 t=9469
hai2 	還	c=9 d=2.11934 t=9469
hai2 bu4 	還不	c=1 d=0.226502 t=9469
hai2 de2 	還得	c=1 d=0.951229 t=9469
hai2 hao3 	還好	c=3 d=1.11225 t=9469
hai2 ke3 yi3 	還可以	c=1 d=0.839457 t=9469
hai2 mei2 	還沒	c=7 d=2.12161 t=9469
hai2 mei2 gei3 ni3 	還沒給你	c=1 d=0.028297 t=9469
hai2 shi4 	還是	c=31 d=4.82533 t=9469
hai2 xing2 	還行	c=1 d=0.00806679 t=9469
hai2 yao1 	還要	c=1 d=0.640824 t=9469
hai2 yi3 wei2 	還以爲	c=1 d=0.843665 t=9469
hai2 you3 	還有	c=21 d=3.43646 t=9469
hai2 zai4 	還在	c=3 d=1.0085 t=9469
hai3 di3 	海底	c=2 d=0.57695 t=9469
hai3 wai4 	海外	c=1 d=0.718924 t=9469
hai3 yang2 	海洋	c=5 d=1.42216 t=9469
hai4 	害	c=1 d=0.798516 t=9469
han2 bing1 	寒冰	c=2 d=0.671916 t=9469
han2 shu4 	函數	c=1 d=0.860708 t=9469
han2 xun4 	寒訓	c=1 d=0.600496 t=9469
han4 bao3 	漢堡	c=1 d=0.268474 t=9469
hao2 shuang3 	豪爽	c=1 d=0.50409 t=9469
hao3 	好	c=40 d=5.17129 t=9469
hao3 ba1 	好吧	c=1 d=0.891366 t=9469
hao3 can3 	好慘	c=1 d=0.818731 t=9469
hao3 chang2 	好長	c=1 d=0.628135 t=9469
hao3 chi1 	好喫	c=1 d=0.625002 t=9469
hao3 chu3 	好處	c=2 d=1.0715 t=9469
hao3 de5 	好的	c=1 d=0.408608 t=9469
hao3 duo1 	好多	c=1 d=0.147342 t=9469
hao3 ei1 	好誒	c=6 d=1.45431 t=9469
hao3 fan2 	好煩	c=1 d=0.937067 t=9469
hao3 hao3 	好好	c=2 d=0.97531 t=9469
hao3 hao3 wan2 	好好玩	c=4 d=1.24708 t=9469
hao3 he1 	好喝	c=1 d=0.985112 t=9469
hao3 hen3 	好狠	c=2 d=0.969131 t=9469
hao3 jiu3 	好久	c=1 d=0.327915 t=9469
hao3 ka3 	好卡	c=1 d=0.965605 t=9469
hao3 ke3 ai4 	好可愛	c=1 d=0.0658748 t=9469
hao3 kong3 bu4 	好恐怖	c=1 d=0.543351 t=9469
hao3 le5 	好了	c=15 d=2.63978 t=9469
hao3 le5 ma5 	好了嗎	c=1 d=0.0497871 t=9469
hao3 lei3 	好累	c=0 d=0.0941765 t=9469
hao3 ma2 fan2 	好麻煩	c=2 d=0.99005 t=9469
hao3 ma5 	好嗎	c=1 d=0.900325 t=9469
hao3 se4 	好色	c=2 d=1.78674 t=9469
hao3 se4 o1 	好色噢	c=2 d=1 t=9469
hao3 wan2 	好玩	c=6 d=1.66922 t=9469
hao3 xi3 huan1 	好喜歡	c=1 d=0.923116 t=9469
hao3 xiang4 	好像	c=24 d=4.64444 t=9469
hao3 xiao1 xi5 	好消息	c=1 d=0.367879 t=9469
hao3 xiao4 	好笑	c=4 d=1.72543 t=9469
hao3 xiao4 ma5 	好笑嗎	c=1 d=0.416862 t=9469
hao3 xiong1 	好凶	c=1 d=0.99005 t=9469
hao3 yong4 	好用	c=2 d=1.09811 t=9469
hao3 you3 	好友	c=2 d=1.03984 t=9469
hao3 zan4 	好讚	c=2 d=0.352522 t=9469
hao4 	耗	c=4 d=1.17535 t=9469
hao4 qi2 	好奇	c=1 d=0.771052 t=9469
he1 	喝	c=1 d=0.748264 t=9469
he2 	和	c=4 d=1.48152 t=9469
he2 fa1 	核發	c=3 d=1.33339 t=9469
he2 jin1 	合金	c=16 d=1.65335 t=9469
he2 xin1 	核心	c=2 d=0.895751 t=9469
he2 zai4 	合在	c=1 d=0.778801 t=9469
he2 zhe5 	合着	c=1 d=0.640824 t=9469
he2 zi3 fan3 ying4 	核子反應	c=0 d=0.0440432 t=9469
he2 zi3 fan3 ying4 qi4 	核子反應器	c=1 d=0.442639 t=9469
he4 	賀	c=0 d=0.0628135 t=9469
he4 cheng2 jiao1 	賀成交	c=1 d=0.631284 t=9469
hei1 se4 	黑色	c=2 d=0.97531 t=9469
hei1 shi2 	黑石	c=2 d=1.66223 t=9469
hei1 yao4 	黑耀	c=1 d=0.650509 t=9469
hei1 yao4 sheng1 	黑耀生	c=1 d=0.798516 t=9469
hei1 yao4 shi2 	黑曜石	c=4 d=1.37451 t=9469
hen3 	很	c=26 d=5.71708 t=9469
hen3 	狠	c=2 d=0.299149 t=9469
hen3 chang2 yong4 	很常用	c=1 d=0.752014 t=9469
hen3 di1 	很低	c=1 d=1 t=9469
hen3 duo1 	很多	c=11 d=1.47583 t=9469
hen3 gan3 	很敢	c=1 d=0.970446 t=9469
hen3 gui4 	很貴	c=1 d=0.729789 t=9469
hen3 hao3 	很好	c=3 d=1.33353 t=9469
hen3 jian3 dan1 	很簡單	c=1 d=0.0280154 t=9469
hen3 jiu3 	很久	c=1 d=0.88692 t=9469
hen3 kuai4 	很快	c=1 d=0.00733572 t=9469
hen3 lao3 	很老	c=1 d=0.722527 t=9469
hen3 lei3 	很累	c=1 d=0.744532 t=9469
hen3 liang4 	很亮	c=1 d=0.565525 t=9469
hen3 nan2 	很難	c=1 d=0.00831246 t=9469
hen3 nan2 guo4 	很難過	c=1 d=0.600496 t=9469
hen3 qi2 guai4 	很奇怪	c=0 d=0.0970446 t=9469
hen3 qiang2 	很強	c=1 d=0.798516 t=9469
hen3 shao3 	很少	c=1 d=0.247833 t=9469
hen3 shi4 he2 	很適合	c=1 d=0.0639279 t=9469
hen3 tong4 	很痛	c=1 d=0.66365 t=9469
hen3 xiang4 	很像	c=1 d=0.839457 t=9469
hen3 you3 	很有	c=3 d=1.56412 t=9469
heng1 	哼	c=1 d=0.895834 t=9469
heng1 heng1 	哼哼	c=1 d=0.891366 t=9469
hong2 deng1 	紅燈	c=9 d=2.98455 t=9469
hong2 yu4 	紅玉	c=3 d=0.701173 t=9469
hou4 	後	c=18 d=4.27573 t=9469
hou4 mian4 	後面	c=5 d=1.45236 t=9469
hu2 	狐	c=1 d=0.0297478 t=9469
hu4 chi1 	互喫	c=1 d=0.995012 t=9469
hu4 xiang1 	互相	c=1 d=0.511709 t=9469
hua1 	花	c=4 d=1.85313 t=9469
hua1 dao1 	花刀	c=1 d=0.786628 t=9469
hua1 fei4 	花費	c=1 d=0.687289 t=9469
hua1 le5 	花了	c=1 d=0.565525 t=9469
hua1 qian2 	花錢	c=1 d=0.25284 t=9469
hua2 shu3 	滑鼠	c=3 d=1.25641 t=9469
hua4 	化	c=1 d=0.951229 t=9469
hua4 	畫	c=1 d=0.344728 t=9469
hua4 	話	c=13 d=2.80038 t=9469
hua4 feng1 	畫風	c=1 d=0.856415 t=9469
hua4 ti2 	話題	c=1 d=0.416862 t=9469
huai4 	壞	c=6 d=2.22327 t=9469
huai4 xiao1 xi1 	壞消息	c=1 d=0.379083 t=9469
huan2 wo3 	還我	c=1 d=0.0293049 t=9469
huan4 	換	c=7 d=1.99153 t=9469
huan4 cheng2 	換成	c=2 d=0.173864 t=9469
huan4 ying3 	幻影	c=1 d=0.358656 t=9469
huan4 ying3 jian4 	幻影劍	c=2 d=0.778801 t=9469
huang2 se4 	黃色	c=1 d=0.0632918 t=9469
hui2 	回	c=4 d=0.179677 t=9469
hui2 dao4 	回到	c=2 d=0.970446 t=9469
hui2 fu4 	回復	c=4 d=0.882497 t=9469
hui2 lai5 	回來	c=5 d=2.01128 t=9469
hui2 qu5 	回去	c=3 d=1.69992 t=9469
hui2 sheng1 	回聲	c=3 d=0.21893 t=9469
hui3 mie4 zhe3 	毀滅者	c=1 d=0.57695 t=9469
hui4 	會	c=63 d=6.52875 t=9469
hui4 diao4 	會掉	c=1 d=0.913931 t=9469
hui4 gen1 	會跟	c=1 d=0.970446 t=9469
hui4 shi4 	會是	c=1 d=0.722527 t=9469
hui4 si3 	會死	c=1 d=0.822835 t=9469
hui4 you3 	會有	c=4 d=1.57176 t=9469
hun2 	魂	c=9 d=2.40279 t=9469
hun4 luan4 	混亂	c=2 d=0.980347 t=9469
huo2 	活	c=1 d=0.904837 t=9469
huo2 dong4 	活動	c=4 d=1.53582 t=9469
huo3 	火	c=10 d=1.86107 t=9469
huo3 gong1 	火攻	c=1 d=0.386741 t=9469
huo3 shan1 	火山	c=0 d=0.0995012 t=9469
huo3 yan4 	火焰	c=6 d=1.29278 t=9469
huo3 yao4 	火藥	c=1 d=0.0366992 t=9469
huo4 	或	c=5 d=1.78706 t=9469
huo4 de2 	獲得	c=2 d=0.798516 t=9469
huo4 zhe3 	或者	c=13 d=2.08956 t=9469
ji1 	機	c=2 d=1.52582 t=9469
ji1 ben3 	基本	c=2 d=1.42898 t=9469
ji1 ben3 shang4 	基本上	c=2 d=0.782705 t=9469
ji1 chu3 	基礎	c=1 d=0.447088 t=9469
ji1 e4 	飢餓	c=1 d=0.810584 t=9469
ji1 guan1 	機關	c=2 d=0.848892 t=9469
ji1 huang1 	饑荒	c=1 d=0.869358 t=9469
ji1 lv4 	幾率	c=2 d=0.595918 t=9469
ji1 lv4 	機率	c=4 d=2.47275 t=9469
ji1 qi4 	機器	c=2 d=1.49411 t=9469
ji1 sha1 	擊殺	c=0 d=0.040657 t=9469
ji1 sha1 shu4 	擊殺樹	c=1 d=0.408608 t=9469
ji1 yi4 	機翼	c=1 d=0.722527 t=9469
ji2 	級	c=1 d=0.697676 t=9469
ji2 bai4 	擊敗	c=2 d=0.591449 t=9469
ji2 duan1 	極端	c=1 d=0.810584 t=9469
ji2 qi2 	集齊	c=1 d=0.336216 t=9469
ji2 xian4 	極限	c=1 d=0.603506 t=9469
ji3 	幾	c=2 d=0.907776 t=9469
ji3 dian3 	幾點	c=1 d=0.394554 t=9469
ji3 tian1 	幾天	c=1 d=0.97531 t=9469
ji3 zhang1 	幾張	c=1 d=0.17552 t=9469
ji4 de5 	記得	c=7 d=1.50431 t=9469
ji4 gai4 	計概	c=1 d=0.806541 t=9469
ji4 jie2 	計結	c=1 d=0.826959 t=9469
ji4 lu4 	記錄	c=1 d=0.67368 t=9469
ji4 neng2 	技能	c=9 d=1.98756 t=9469
ji4 ran2 	既然	c=1 d=0.701173 t=9469
ji4 shi4 gan3 	既視感	c=1 d=0.519442 t=9469
ji4 suan4 	計算	c=1 d=0.458406 t=9469
ji4 suan4 ji1 	計算機	c=2 d=0.896438 t=9469
ji4 tan2 	祭壇	c=2 d=0.655034 t=9469
ji4 xu4 	繼續	c=1 d=0.101537 t=9469
ji4 xu4 kan4 	繼續看	c=1 d=0.603506 t=9469
ji4 yi4 ti3 	記憶體	c=2 d=0.679764 t=9469
ji4 yu2 	鯽魚	c=1 d=0.690734 t=9469
ji4 zhang4 	記賬	c=1 d=0.771052 t=9469
ji4 zhe5 	記着	c=1 d=0.321422 t=9469
jia1 	加	c=22 d=5.51773 t=9469
jia1 	夾	c=3 d=1.73024 t=9469
jia1 	家	c=10 d=2.01706 t=9469
jia1 bao4 	家暴	c=2 d=1.08683 t=9469
jia1 chang2 	家常	c=1 d=0.436049 t=9469
jia1 cheng2 	加成	c=2 d=1.04977 t=9469
jia1 cheng2 de5 	加成的	c=1 d=0.748264 t=9469
jia1 huo5 	傢伙	c=1 d=1 t=9469
jia1 le5 	加了	c=4 d=2.1865 t=9469
jia1 li5 	家裏	c=4 d=1.82372 t=9469
jia1 qian1 	加簽	c=1 d=1 t=9425
jia1 ru4 	加入	c=3 d=2.23796 t=9469
jia1 su4 	加速	c=1 d=0.847894 t=9469
jia1 ting2 	家庭	c=1 d=0.937067 t=9469
jia1 you2 	加油	c=2 d=0.54586 t=9469
jia3 	甲	c=1 d=0.748264 t=9469
jia3 de5 	假的	c=2 d=1.04985 t=9469
jia4 	架	c=2 d=1.28443 t=9469
jia4 gou4 	架構	c=2 d=1.34079 t=9469
jia4 qian5 	價錢	c=1 d=0.246597 t=9469
jia4 zhi2 	價值	c=1 d=0.209088 t=9469
jian1 ai4 	兼愛	c=1 d=0.582748 t=9469
jian1 ci4 	尖刺	c=3 d=0.371321 t=9469
jian1 jin4 	監禁	c=2 d=1.79169 t=9469
jian1 yu4 	監獄	c=1 d=0.546074 t=9469
jian3 	減	c=1 d=0.241714 t=9469
jian3 ce4 	檢測	c=1 d=0.955997 t=9469
jian3 cha2 	檢查	c=1 d=0.458406 t=9469
jian3 dan1 	簡單	c=3 d=0.990218 t=9469
jian4 	劍	c=13 d=2.30786 t=9469
jian4 	賤	c=2 d=0.937067 t=9469
jian4 bing3 	劍柄	c=2 d=0.0853631 t=9469
